Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Beginning stocks,Corn,Crops,Million bushels,Market year,2029/30,2812
Beginning stocks,Corn,Crops,Million bushels,Market year,2030/31,2847
Beginning stocks,Oats,Crops,Million bushels,Market year,2019/20,38
Beginning stocks,Oats,Crops,Million bushels,Market year,2020/21,37
Beginning stocks,Oats,Crops,Million bushels,Market year,2021/22,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2022/23,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2023/24,39
Beginning stocks,Oats,Crops,Million bushels,Market year,2024/25,38
Beginning stocks,Oats,Crops,Million bushels,Market year,2025/26,37
Beginning stocks,Oats,Crops,Million bushels,Market year,2026/27,36
Beginning stocks,Oats,Crops,Million bushels,Market year,2027/28,39
Beginning stocks,Oats,Crops,Million bushels,Market year,2028/29,42
Beginning stocks,Oats,Crops,Million bushels,Market year,2029/30,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2030/31,38
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2019/20,64
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2020/21,29
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2021/22,30
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2022/23,32
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2023/24,34
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2024/25,36
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2025/26,33
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2026/27,30
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2027/28,32
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2028/29,34
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2029/30,36
Beginning stocks,Sorghum,Crops,Million bushels,Market year,2030/31,33
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2019/20,909
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2020/21,523
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2021/22,290
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2022/23,255
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2023/24,271
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2024/25,285
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2025/26,299
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2026/27,303
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2027/28,297
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2028/29,300
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2029/30,294
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2030/31,291
Beginning stocks,Wheat,Crops,Million bushels,Market year,2019/20,1080
Beginning stocks,Wheat,Crops,Million bushels,Market year,2020/21,1028
Beginning stocks,Wheat,Crops,Million bushels,Market year,2021/22,883
Beginning stocks,Wheat,Crops,Million bushels,Market year,2022/23,830
Beginning stocks,Wheat,Crops,Million bushels,Market year,2023/24,796
Beginning stocks,Wheat,Crops,Million bushels,Market year,2024/25,776
Beginning stocks,Wheat,Crops,Million bushels,Market year,2025/26,749
Beginning stocks,Wheat,Crops,Million bushels,Market year,2026/27,720
Beginning stocks,Wheat,Crops,Million bushels,Market year,2027/28,704
Beginning stocks,Wheat,Crops,Million bushels,Market year,2028/29,706
Beginning stocks,Wheat,Crops,Million bushels,Market year,2029/30,701
Beginning stocks,Wheat,Crops,Million bushels,Market year,2030/31,709
Ending stocks,Barley,Crops,Million bushels,Market year,2019/20,80
Ending stocks,Barley,Crops,Million bushels,Market year,2020/21,79
Ending stocks,Barley,Crops,Million bushels,Market year,2021/22,80
Ending stocks,Barley,Crops,Million bushels,Market year,2022/23,83
Ending stocks,Barley,Crops,Million bushels,Market year,2023/24,82
Ending stocks,Barley,Crops,Million bushels,Market year,2024/25,83
Ending stocks,Barley,Crops,Million bushels,Market year,2025/26,80
Ending stocks,Barley,Crops,Million bushels,Market year,2026/27,79
Ending stocks,Barley,Crops,Million bushels,Market year,2027/28,80
Ending stocks,Barley,Crops,Million bushels,Market year,2028/29,82
Ending stocks,Barley,Crops,Million bushels,Market year,2029/30,86
Ending stocks,Barley,Crops,Million bushels,Market year,2030/31,86
Ending stocks,Corn,Crops,Million bushels,Market year,2019/20,1995
Ending stocks,Corn,Crops,Million bushels,Market year,2020/21,2167
Ending stocks,Corn,Crops,Million bushels,Market year,2021/22,2257
Ending stocks,Corn,Crops,Million bushels,Market year,2022/23,2367
Ending stocks,Corn,Crops,Million bushels,Market year,2023/24,2442
Ending stocks,Corn,Crops,Million bushels,Market year,2024/25,2562
Ending stocks,Corn,Crops,Million bushels,Market year,2025/26,2672
Ending stocks,Corn,Crops,Million bushels,Market year,2026/27,2687
Ending stocks,Corn,Crops,Million bushels,Market year,2027/28,2742
Ending stocks,Corn,Crops,Million bushels,Market year,2028/29,2812
Ending stocks,Corn,Crops,Million bushels,Market year,2029/30,2847
Ending stocks,Corn,Crops,Million bushels,Market year,2030/31,2877
Ending stocks,Oats,Crops,Million bushels,Market year,2019/20,37
Ending stocks,Oats,Crops,Million bushels,Market year,2020/21,40
Ending stocks,Oats,Crops,Million bushels,Market year,2021/22,40
Ending stocks,Oats,Crops,Million bushels,Market year,2022/23,39
Ending stocks,Oats,Crops,Million bushels,Market year,2023/24,38
Ending stocks,Oats,Crops,Million bushels,Market year,2024/25,37
Ending stocks,Oats,Crops,Million bushels,Market year,2025/26,36
Ending stocks,Oats,Crops,Million bushels,Market year,2026/27,39
Ending stocks,Oats,Crops,Million bushels,Market year,2027/28,42
Ending stocks,Oats,Crops,Million bushels,Market year,2028/29,40
Ending stocks,Oats,Crops,Million bushels,Market year,2029/30,38
Ending stocks,Oats,Crops,Million bushels,Market year,2030/31,40
Ending stocks,Sorghum,Crops,Million bushels,Market year,2019/20,29
Ending stocks,Sorghum,Crops,Million bushels,Market year,2020/21,30
Ending stocks,Sorghum,Crops,Million bushels,Market year,2021/22,32
Ending stocks,Sorghum,Crops,Million bushels,Market year,2022/23,34
Ending stocks,Sorghum,Crops,Million bushels,Market year,2023/24,36
Ending stocks,Sorghum,Crops,Million bushels,Market year,2024/25,33
Ending stocks,Sorghum,Crops,Million bushels,Market year,2025/26,30
Ending stocks,Sorghum,Crops,Million bushels,Market year,2026/27,32
Ending stocks,Sorghum,Crops,Million bushels,Market year,2027/28,34
Ending stocks,Sorghum,Crops,Million bushels,Market year,2028/29,36
Ending stocks,Sorghum,Crops,Million bushels,Market year,2029/30,33
Ending stocks,Sorghum,Crops,Million bushels,Market year,2030/31,30
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2019/20,523
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2020/21,290
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2021/22,255
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2022/23,271
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2023/24,285
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2024/25,299
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2025/26,303
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2026/27,297
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2027/28,300
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2028/29,294
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2029/30,291
Ending Stocks,Soybeans,Crops,Million bushels,Market year,2030/31,284
Ending stocks,Wheat,Crops,Million bushels,Market year,2019/20,1028
Ending stocks,Wheat,Crops,Million bushels,Market year,2020/21,883
Ending stocks,Wheat,Crops,Million bushels,Market year,2021/22,830
Ending stocks,Wheat,Crops,Million bushels,Market year,2022/23,796
Ending stocks,Wheat,Crops,Million bushels,Market year,2023/24,776
Ending stocks,Wheat,Crops,Million bushels,Market year,2024/25,749
Ending stocks,Wheat,Crops,Million bushels,Market year,2025/26,720
Ending stocks,Wheat,Crops,Million bushels,Market year,2026/27,704
Ending stocks,Wheat,Crops,Million bushels,Market year,2027/28,706
Ending stocks,Wheat,Crops,Million bushels,Market year,2028/29,701
Ending stocks,Wheat,Crops,Million bushels,Market year,2029/30,709
Ending stocks,Wheat,Crops,Million bushels,Market year,2030/31,720
Imports,Barley,Crops,Million bushels,Market year,2019/20,7
Imports,Barley,Crops,Million bushels,Market year,2020/21,7
Imports,Barley,Crops,Million bushels,Market year,2021/22,10
Imports,Barley,Crops,Million bushels,Market year,2022/23,10
Imports,Barley,Crops,Million bushels,Market year,2023/24,10
Imports,Barley,Crops,Million bushels,Market year,2024/25,10
Imports,Barley,Crops,Million bushels,Market year,2025/26,10
Imports,Barley,Crops,Million bushels,Market year,2026/27,10
Imports,Barley,Crops,Million bushels,Market year,2027/28,10
Imports,Barley,Crops,Million bushels,Market year,2028/29,10
Imports,Barley,Crops,Million bushels,Market year,2029/30,10
Imports,Barley,Crops,Million bushels,Market year,2030/31,10
Imports,Corn,Crops,Million bushels,Market year,2019/20,42
Imports,Corn,Crops,Million bushels,Market year,2020/21,25
Imports,Corn,Crops,Million bushels,Market year,2021/22,25
Imports,Corn,Crops,Million bushels,Market year,2022/23,25
Imports,Corn,Crops,Million bushels,Market year,2023/24,25
Imports,Corn,Crops,Million bushels,Market year,2024/25,25
Imports,Corn,Crops,Million bushels,Market year,2025/26,25
Imports,Corn,Crops,Million bushels,Market year,2026/27,25
Imports,Corn,Crops,Million bushels,Market year,2027/28,25
Imports,Corn,Crops,Million bushels,Market year,2028/29,25
Imports,Corn,Crops,Million bushels,Market year,2029/30,25
Imports,Corn,Crops,Million bushels,Market year,2030/31,25
Imports,Oats,Crops,Million bushels,Market year,2019/20,92
Imports,Oats,Crops,Million bushels,Market year,2020/21,94
Imports,Oats,Crops,Million bushels,Market year,2021/22,95
Imports,Oats,Crops,Million bushels,Market year,2022/23,95
Imports,Oats,Crops,Million bushels,Market year,2023/24,95
Imports,Oats,Crops,Million bushels,Market year,2024/25,95
Imports,Oats,Crops,Million bushels,Market year,2025/26,95
Imports,Oats,Crops,Million bushels,Market year,2026/27,95
Imports,Oats,Crops,Million bushels,Market year,2027/28,95
Imports,Oats,Crops,Million bushels,Market year,2028/29,95
Imports,Oats,Crops,Million bushels,Market year,2029/30,95
Imports,Oats,Crops,Million bushels,Market year,2030/31,95
Imports,Sorghum,Crops,Million bushels,Market year,2019/20,0
Imports,Sorghum,Crops,Million bushels,Market year,2020/21,0
Imports,Sorghum,Crops,Million bushels,Market year,2021/22,0
Imports,Sorghum,Crops,Million bushels,Market year,2022/23,0
Imports,Sorghum,Crops,Million bushels,Market year,2023/24,0
Imports,Sorghum,Crops,Million bushels,Market year,2024/25,0
Imports,Sorghum,Crops,Million bushels,Market year,2025/26,0
Imports,Sorghum,Crops,Million bushels,Market year,2026/27,0
Imports,Sorghum,Crops,Million bushels,Market year,2027/28,0
Imports,Sorghum,Crops,Million bushels,Market year,2028/29,0
Imports,Sorghum,Crops,Million bushels,Market year,2029/30,0
Imports,Sorghum,Crops,Million bushels,Market year,2030/31,0
Imports,Soybeans,Crops,Million bushels,Market year,2019/20,15
Imports,Soybeans,Crops,Million bushels,Market year,2020/21,15
Imports,Soybeans,Crops,Million bushels,Market year,2021/22,15
Imports,Soybeans,Crops,Million bushels,Market year,2022/23,15
Imports,Soybeans,Crops,Million bushels,Market year,2023/24,15
Imports,Soybeans,Crops,Million bushels,Market year,2024/25,15
Imports,Soybeans,Crops,Million bushels,Market year,2025/26,15
Imports,Soybeans,Crops,Million bushels,Market year,2026/27,15
Imports,Soybeans,Crops,Million bushels,Market year,2027/28,15
Imports,Soybeans,Crops,Million bushels,Market year,2028/29,15
Imports,Soybeans,Crops,Million bushels,Market year,2029/30,15
Imports,Soybeans,Crops,Million bushels,Market year,2030/31,15
Imports,Wheat,Crops,Million bushels,Market year,2019/20,105
Imports,Wheat,Crops,Million bushels,Market year,2020/21,125
Imports,Wheat,Crops,Million bushels,Market year,2021/22,120
Imports,Wheat,Crops,Million bushels,Market year,2022/23,125
Imports,Wheat,Crops,Million bushels,Market year,2023/24,125
Imports,Wheat,Crops,Million bushels,Market year,2024/25,125
Imports,Wheat,Crops,Million bushels,Market year,2025/26,130
Imports,Wheat,Crops,Million bushels,Market year,2026/27,130
Imports,Wheat,Crops,Million bushels,Market year,2027/28,130
Imports,Wheat,Crops,Million bushels,Market year,2028/29,130
Imports,Wheat,Crops,Million bushels,Market year,2029/30,130
Imports,Wheat,Crops,Million bushels,Market year,2030/31,130
Production,Barley,Crops,Million bushels,Market year,2019/20,172
Production,Barley,Crops,Million bushels,Market year,2020/21,165
Production,Barley,Crops,Million bushels,Market year,2021/22,169
Production,Barley,Crops,Million bushels,Market year,2022/23,171
Production,Barley,Crops,Million bushels,Market year,2023/24,172
Production,Barley,Crops,Million bushels,Market year,2024/25,174
Production,Barley,Crops,Million bushels,Market year,2025/26,175
Production,Barley,Crops,Million bushels,Market year,2026/27,177
Production,Barley,Crops,Million bushels,Market year,2027/28,179
Production,Barley,Crops,Million bushels,Market year,2028/29,180
Production,Barley,Crops,Million bushels,Market year,2029/30,182
Production,Barley,Crops,Million bushels,Market year,2030/31,183
Production,Corn,Crops,Million bushels,Market year,2019/20,13620
Production,Corn,Crops,Million bushels,Market year,2020/21,14722
Production,Corn,Crops,Million bushels,Market year,2021/22,14890
Production,Corn,Crops,Million bushels,Market year,2022/23,15055
Production,Corn,Crops,Million bushels,Market year,2023/24,15220
Production,Corn,Crops,Million bushels,Market year,2024/25,15385
Production,Corn,Crops,Million bushels,Market year,2025/26,15550
Production,Corn,Crops,Million bushels,Market year,2026/27,15525
Production,Corn,Crops,Million bushels,Market year,2027/28,15690
Production,Corn,Crops,Million bushels,Market year,2028/29,15850
Production,Corn,Crops,Million bushels,Market year,2029/30,16015
Production,Corn,Crops,Million bushels,Market year,2030/31,16180
Production,Oats,Crops,Million bushels,Market year,2019/20,53
Production,Oats,Crops,Million bushels,Market year,2020/21,65
Production,Oats,Crops,Million bushels,Market year,2021/22,67
Production,Oats,Crops,Million bushels,Market year,2022/23,67
Production,Oats,Crops,Million bushels,Market year,2023/24,67
Production,Oats,Crops,Million bushels,Market year,2024/25,68
Production,Oats,Crops,Million bushels,Market year,2025/26,68
Production,Oats,Crops,Million bushels,Market year,2026/27,68
Production,Oats,Crops,Million bushels,Market year,2027/28,68
Production,Oats,Crops,Million bushels,Market year,2028/29,69
Production,Oats,Crops,Million bushels,Market year,2029/30,69
Production,Oats,Crops,Million bushels,Market year,2030/31,69
Production,Sorghum,Crops,Million bushels,Market year,2019/20,341
Production,Sorghum,Crops,Million bushels,Market year,2020/21,371
Production,Sorghum,Crops,Million bushels,Market year,2021/22,427
Production,Sorghum,Crops,Million bushels,Market year,2022/23,427
Production,Sorghum,Crops,Million bushels,Market year,2023/24,427
Production,Sorghum,Crops,Million bushels,Market year,2024/25,427
Production,Sorghum,Crops,Million bushels,Market year,2025/26,427
Production,Sorghum,Crops,Million bushels,Market year,2026/27,427
Production,Sorghum,Crops,Million bushels,Market year,2027/28,427
